182,66.249.66.194,2019-01-22T03:56:54.000Z,GET,/product/20821/44932/%D8%AF%D8%B3%D8%AA%DA%AF%D8%A7%D9%87-%D8%A8%D8%AE%D9%88%D8%B1-%D8%B2%DB%8C%DA%A9%D9%84%D8%A7%D8%B3-%D9%85%D8%AF-%D9%85%D8%AF%D9%84-%D8%A8%D8%AE%D9%88%D8%B1-%D8%B3%D8%B1%D8%AF-ZYK-C01,HTTP/1.1,302,0,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
183,157.55.39.245,2019-01-22T03:56:54.000Z,GET,/blog/sports/gym-and-fitness/%db%b7-%d8%a7%d8%b4%d8%aa%d8%a8%d8%a7%d9%87-%d8%b1%d8%a7%db%8c%d8%ac-%d8%af%d8%b1-%d8%aa%d9%85%d8%b1%db%8c%d9%86%d8%a7%d8%aa-%d8%a8%d8%af%d9%86%d8%b3%d8%a7%d8%b2%db%8c/,HTTP/1.1,200,25639,"","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)\"",compatible; bingbot,N
184,5.209.200.218,2019-01-22T03:56:54.000Z,GET,/m/filter/b99%2Cp4510%2Cstexists%2Ct116,HTTP/1.1,200,17946,"\"https://www-zanbil-ir.cdn.ampproject.org/v/s/www.zanbil.ir/m/filter/b99,p4510,stexists?amp_js_v=0.1&usqp=mq331AQECAEoAQ%3D%3D\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
185,17.58.102.43,2019-01-22T03:56:55.000Z,GET,/filter?f=b211%2Cb502%2Cb229%2Cb99%2Cb507%2Cb122%2Cb109%2Cb46%2Cb176%2Cb219%2Cb577%2Cb261%2Cb1&page=3&o=b,HTTP/1.1,302,0,"","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)\"",Macintosh; Intel,N
186,66.249.66.194,2019-01-22T03:56:55.000Z,GET,/m/product/7472/%D8%B3%DB%8C%D9%86%DA%A9-%D8%B8%D8%B1%D9%81%D8%B4%D9%88%DB%8C%DB%8C-%D8%AA%D9%88%DA%A9%D8%A7%D8%B1-%D8%A7%D8%AE%D9%88%D8%A7%D9%86-%D9%85%D8%AF%D9%84-Akhavan-Double-Bowl-Sink-15,HTTP/1.1,200,20888,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
187,91.99.72.15,2019-01-22T03:56:55.000Z,GET,/product/26350/53953/%D9%BE%DB%8C%D8%A7%D9%86%D9%88-%D8%A2%DA%A9%D9%88%D8%B3%D8%AA%DB%8C%DA%A9-%D8%AF%DB%8C%D9%88%D8%A7%D8%B1%DB%8C-YAMAHA-%D9%85%D8%AF%D9%84-JU109,HTTP/1.1,200,40797,"","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7(KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7\"",Windows NT,N
188,5.209.200.218,2019-01-22T03:56:55.000Z,GET,/static/images/guarantees/goodShopping.png,HTTP/1.1,200,6496,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
189,5.209.200.218,2019-01-22T03:56:55.000Z,GET,/static/images/guarantees/warranty.png,HTTP/1.1,200,5807,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
190,5.209.200.218,2019-01-22T03:56:55.000Z,GET,/static/images/guarantees/bestPrice.png,HTTP/1.1,200,7356,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
191,54.36.149.63,2019-01-22T03:56:55.000Z,GET,"/filter/b41,b632,p47,stexists,t445",HTTP/1.1,200,33613,"","Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)\"",compatible; AhrefsBot,N
192,5.209.200.218,2019-01-22T03:56:55.000Z,GET,/static/images/guarantees/support.png,HTTP/1.1,200,6454,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
193,5.209.200.218,2019-01-22T03:56:55.000Z,GET,/static/images/guarantees/fastDelivery.png,HTTP/1.1,200,7713,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
194,5.209.200.218,2019-01-22T03:56:55.000Z,GET,/static/css/font/wyekan/font.woff,HTTP/1.1,200,28536,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
195,66.249.66.194,2019-01-22T03:56:56.000Z,GET,/m/filter/1634%7C1,HTTP/1.1,200,18295,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
196,31.56.96.51,2019-01-22T03:56:56.000Z,GET,/m/filter/b113?page=1,HTTP/1.1,200,21243,"\"https://www.zanbil.ir/m/filter/b113\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
197,5.211.97.39,2019-01-22T03:56:56.000Z,GET,/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA,HTTP/1.1,200,19543,"\"https://www.zanbil.ir/m/browse/food-preparation/%D8%A2%D9%85%D8%A7%D8%AF%D9%87-%D8%B3%D8%A7%D8%B2%DB%8C-%D8%BA%D8%B0%D8%A7\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
198,5.211.97.39,2019-01-22T03:56:56.000Z,GET,/settings/logo,HTTP/1.1,200,4120,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
199,66.249.66.91,2019-01-22T03:56:56.000Z,GET,/image/60661/productModel/100x100,HTTP/1.1,200,2468,"","","",N
200,5.211.97.39,2019-01-22T03:56:56.000Z,GET,/image/4574/productModel/200x200,HTTP/1.1,200,3577,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
201,5.211.97.39,2019-01-22T03:56:57.000Z,HEAD,/amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117000000,HTTP/1.1,404,0,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
202,5.211.97.39,2019-01-22T03:56:57.000Z,GET,/image/63875/productModel/200x200,HTTP/1.1,200,4014,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
203,5.211.97.39,2019-01-22T03:56:57.000Z,GET,/image/62383/productModel/200x200,HTTP/1.1,200,5617,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
204,5.211.97.39,2019-01-22T03:56:57.000Z,GET,/image/30331/productModel/200x200,HTTP/1.1,200,4845,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
205,207.46.13.136,2019-01-22T03:56:57.000Z,GET,"/filter/b1,b103,b105,b109,b124,b148,b194,b231,b424,b5,b572",HTTP/1.1,200,38222,"","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)\"",compatible; bingbot,N
206,5.211.97.39,2019-01-22T03:56:57.000Z,GET,/image/61048/productModel/200x200,HTTP/1.1,200,6934,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
207,5.211.97.39,2019-01-22T03:56:57.000Z,GET,/image/59734/productModel/200x200,HTTP/1.1,200,5602,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
208,5.211.97.39,2019-01-22T03:56:57.000Z,GET,/image/11667/productModel/200x200,HTTP/1.1,200,4124,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
209,5.211.97.39,2019-01-22T03:56:57.000Z,GET,/image/2145/productModel/200x200,HTTP/1.1,200,6185,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
210,5.211.97.39,2019-01-22T03:56:57.000Z,GET,/image/890/mainSlideMobile,HTTP/1.1,200,92209,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
211,66.249.66.91,2019-01-22T03:56:57.000Z,GET,/filter/b481%2Cb43%2Cb32%2Cb36%2Cb41%2Cb570%2Cb648%2Cb103%2Cb723%2Cb724%2Cb679%2Cb5%2Cb135%2Cb497%2Cb435%2Cb647%2Cb854%2Cb485%2Cb441%2Cb878%2Cb82%2Cb546%2Cb168%2Cb151%2Cb186%2Cb19%2Cb219%2Cb218%2Cb212%2Cb185%2Cb778%2Cb482%2Cb99%2Cb202%2Cb542%2Cb126%2Cb734%2Cb614%2Cb321%2Cb35%2Cb113%2Cb95%2Cb198%2Cb42%2Cb877%2Cb180%2Cb261%2Cp11893?page=13,HTTP/1.1,200,33876,"","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",compatible; Googlebot,N
212,66.249.66.194,2019-01-22T03:56:57.000Z,GET,/m/product/20821/44932/%D8%AF%D8%B3%D8%AA%DA%AF%D8%A7%D9%87-%D8%A8%D8%AE%D9%88%D8%B1-%D8%B2%DB%8C%DA%A9%D9%84%D8%A7%D8%B3-%D9%85%D8%AF-%D9%85%D8%AF%D9%84-%D8%A8%D8%AE%D9%88%D8%B1-%D8%B3%D8%B1%D8%AF-ZYK-C01,HTTP/1.1,200,20096,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
213,173.249.54.67,2019-01-22T03:56:57.000Z,GET,/image/34187?name=m12a-1.jpg&wh=200x200,HTTP/1.1,200,5603,"","Dalvik/2.1.0 (Linux; U; Android 8.0.0; PRA-LA1 Build/HONORPRA-LA1)\"",Linux; U,N
214,17.58.102.43,2019-01-22T03:56:57.000Z,GET,/filter/b211%2Cb502%2Cb229%2Cb99%2Cb507%2Cb122%2Cb109%2Cb46%2Cb176%2Cb219%2Cb577%2Cb261%2Cb1?page=3,HTTP/1.1,200,38542,"","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)\"",Macintosh; Intel,N
215,157.55.39.245,2019-01-22T03:56:57.000Z,GET,/product/32428/62788/%D9%84%D9%BE-%D8%AA%D8%A7%D9%BE-%D8%A7%DB%8C%D8%B3%D9%88%D8%B3-%D9%85%D8%AF%D9%84-Asus-X541UV,HTTP/1.1,200,44052,"","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)\"",compatible; bingbot,N
216,66.249.66.194,2019-01-22T03:56:57.000Z,GET,"/m/filter/b105,b113,b118,b126,b135,b136,b147,b152,b168,b188,b192,b194,b209,b213,b215,b216,b217,b218,b221,b226,b249,b258,b32,b35,b4,b400,b41,b442,b454,b482,b523,b542,b548,b574,b597,b598,b6,b645,b648,b656,b67,b679,b703,b723,b724,b74,b820,b854,b88,b880,b95,b99,stexists",HTTP/1.1,200,26770,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
217,5.209.200.218,2019-01-22T03:56:58.000Z,GET,/image/62395/productModel/200x200,HTTP/1.1,200,2661,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
218,5.209.200.218,2019-01-22T03:56:58.000Z,GET,/settings/logo,HTTP/1.1,200,4120,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
219,54.36.148.10,2019-01-22T03:56:58.000Z,GET,"/filter/p42,stexists,t51,v1|%D9%85%D8%B4%DA%A9%DB%8C%20%D8%B3%D9%81%DB%8C%D8%AF",HTTP/1.1,200,32189,"","Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)\"",compatible; AhrefsBot,N
220,5.211.97.39,2019-01-22T03:56:58.000Z,GET,/image/62384/productModel/200x200,HTTP/1.1,200,4418,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
221,204.18.198.248,2019-01-22T03:56:58.000Z,GET,"/m/filter?f=p12,b185",HTTP/1.1,200,18259,"\"https://www.zanbil.ir/m/product/32976/63535/%DA%A9%D8%AA%D8%B1%DB%8C-%D8%A8%D8%B1%D9%82%DB%8C-%DA%AF%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DA%A9-%D9%85%D8%AF%D9%84-42429\"","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1\"",iPhone; CPU,Y
222,5.211.97.39,2019-01-22T03:56:58.000Z,GET,/image/52306/productModel/200x200,HTTP/1.1,200,5080,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
223,5.209.200.218,2019-01-22T03:56:58.000Z,GET,/amp-helper-frame.html?appId=a624a1c1-0c93-466a-a546-e146710f97e6&parentOrigin=https://www.zanbil.ir,HTTP/1.1,200,133,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
224,5.211.97.39,2019-01-22T03:56:58.000Z,GET,/image/2106/productModel/200x200,HTTP/1.1,200,5930,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
225,5.211.97.39,2019-01-22T03:56:58.000Z,GET,/image/2102/productModel/200x200,HTTP/1.1,200,5007,"\"https://www.zanbil.ir/m/browse/meat-grinder/%DA%86%D8%B1%D8%AE-%DA%AF%D9%88%D8%B4%D8%AA\"","Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1\"",iPhone; CPU,Y
226,204.18.198.248,2019-01-22T03:56:58.000Z,GET,/settings/logo,HTTP/1.1,200,4120,"\"https://www.zanbil.ir/m/filter?f=p12,b185\"","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1\"",iPhone; CPU,Y
227,204.18.198.248,2019-01-22T03:56:59.000Z,GET,/image/63531/productModel/200x200,HTTP/1.1,200,6531,"\"https://www.zanbil.ir/m/filter?f=p12,b185\"","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1\"",iPhone; CPU,Y
228,5.209.200.218,2019-01-22T03:56:59.000Z,GET,/image/788/mainSlideMobile,HTTP/1.1,200,60795,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
229,5.209.200.218,2019-01-22T03:56:59.000Z,GET,/image/99/brand,HTTP/1.1,200,2136,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
230,5.209.200.218,2019-01-22T03:56:59.000Z,GET,/image/125/brand,HTTP/1.1,200,2239,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
231,5.209.200.218,2019-01-22T03:56:59.000Z,GET,/image/180/brand,HTTP/1.1,200,2566,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
232,5.209.200.218,2019-01-22T03:56:59.000Z,GET,/image/338/productTypeType,HTTP/1.1,200,11,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
233,5.209.200.218,2019-01-22T03:56:59.000Z,GET,/image/116/productTypeType,HTTP/1.1,200,11056,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
234,204.18.198.248,2019-01-22T03:56:59.000Z,GET,/image/60550/productModel/200x200,HTTP/1.1,200,5447,"\"https://www.zanbil.ir/m/filter?f=p12,b185\"","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1\"",iPhone; CPU,Y
235,31.56.96.51,2019-01-22T03:56:59.000Z,GET,/settings/logo,HTTP/1.1,200,4120,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
236,31.56.96.51,2019-01-22T03:56:59.000Z,GET,/image/60835/productModel/200x200,HTTP/1.1,200,8171,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
237,31.56.96.51,2019-01-22T03:56:59.000Z,GET,/image/62254/productModel/200x200,HTTP/1.1,200,4198,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
238,31.56.96.51,2019-01-22T03:56:59.000Z,GET,/image/60862/productModel/200x200,HTTP/1.1,200,4228,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
239,31.56.96.51,2019-01-22T03:56:59.000Z,GET,/image/60814/productModel/200x200,HTTP/1.1,200,5865,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
240,5.209.200.218,2019-01-22T03:56:59.000Z,GET,/favicon.ico,HTTP/1.1,200,0,"\"https://www.zanbil.ir/m/filter/b99%2Cp4510%2Cstexists%2Ct116\"","Mozilla/5.0 (Linux; Android 5.1.1; SM-G361H Build/LMY48B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36\"",Linux; Android,Y
241,66.249.64.66,2019-01-22T03:56:59.000Z,GET,/m/browse/washing-machine/%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D9%84%D8%A8%D8%A7%D8%B3%D8%B4%D9%88%DB%8C%DB%8C,HTTP/1.1,200,20199,"","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)\"",Linux; Android,N
242,207.46.13.136,2019-01-22T03:57:00.000Z,GET,/filter/b1%2Cb174%2Cb36%2Cb402%2Cb614?page=4,HTTP/1.1,200,37958,"","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)\"",compatible; bingbot,N
243,5.78.180.75,2019-01-22T03:57:00.000Z,GET,/image/31041?name=samsung-galaxy-s8-8.jpg&wh=200x200,HTTP/1.1,200,4262,"","Dalvik/2.1.0 (Linux; U; Android 5.0.2; LG-D405 Build/LRX22G.A1455269631)\"",Linux; U,N
244,31.56.96.51,2019-01-22T03:57:00.000Z,GET,/image/61306/productModel/200x200,HTTP/1.1,200,4959,"\"https://www.zanbil.ir/m/filter/b113?page=1\"","Mozilla/5.0 (Linux; Android 6.0; ALE-L21 Build/HuaweiALE-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.158 Mobile Safari/537.36\"",Linux; Android,Y
